model,feature_set,horizon,split,MAE,RMSE,R2,r,Bias,MAPE,sMAPE,WAPE,nMAE,nRMSE,range_y,n,NLL,mean_epistemic_std,mean_aleatoric_std,mean_total_std,pit_ks_stat,pit_ks_pvalue,coverage_50,sharpness_50,coverage_68,sharpness_68,coverage_80,sharpness_80,coverage_90,sharpness_90,coverage_95,sharpness_95,coverage_99,sharpness_99
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+2,train,2.0529,3.9756,0.9464,0.9729,0.1124,4.62,4.45,4.04,0.0256,0.0496,80.2128,1108,2.0889,0.5346,3.0912,3.15,0.1338,0.0,0.685,4.2493,0.8439,6.265,0.9088,8.0737,0.9621,10.3625,0.9783,12.3477,0.9964,16.2276
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+3,train,2.6545,4.511,0.9306,0.9649,0.2105,5.95,5.72,5.23,0.0331,0.0562,80.2128,1108,2.3372,0.584,3.7462,3.8044,0.0917,0.0,0.611,5.132,0.8005,7.5666,0.8971,9.751,0.963,12.5153,0.9847,14.9129,0.9982,19.5989
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+4,train,3.1177,4.9924,0.9146,0.9567,0.2979,7.05,6.7,6.16,0.0389,0.0622,80.2128,1108,2.5121,0.6728,4.3121,4.3802,0.0877,0.0,0.6137,5.9088,0.7861,8.7119,0.8998,11.227,0.9639,14.4097,0.9856,17.1702,0.9991,22.5655
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+5,train,3.453,5.4095,0.8993,0.9486,0.2831,7.84,7.43,6.84,0.043,0.0674,80.2128,1108,2.6537,0.815,4.7727,4.859,0.0793,0.0,0.611,6.5547,0.7879,9.6642,0.8899,12.4541,0.9621,15.9847,0.9819,19.047,0.9964,25.032
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+6,train,3.8234,5.8765,0.8809,0.939,0.4321,8.79,8.25,7.59,0.0477,0.0733,80.2128,1108,2.7753,0.98,5.2394,5.3489,0.0841,0.0,0.6038,7.2156,0.7852,10.6385,0.8926,13.7098,0.9612,17.5963,0.9819,20.9673,0.9964,27.5557
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+7,train,4.246,6.4161,0.8576,0.9263,0.3567,9.74,9.17,8.45,0.0529,0.08,80.2128,1108,2.9409,1.0659,5.8673,5.98,0.0917,0.0,0.6056,8.0669,0.7906,11.8937,0.889,15.3274,0.9513,19.6724,0.9765,23.4412,0.9901,30.8069
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,ALL,train,2.9479,5.0053,0.9143,0.9564,0.2391,6.69,6.36,5.83,0.0368,0.0624,80.2128,7756,2.428,0.7127,4.1684,4.2439,0.1017,0.0,0.6435,5.7249,0.8121,8.4407,0.9012,10.8774,0.9612,13.961,0.9804,16.6356,0.9951,21.8629
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+1,val,1.1813,2.5648,0.9606,0.9801,-0.0697,2.47,2.49,2.37,0.0216,0.0469,54.7076,135,1.7824,0.247,1.8275,1.8478,0.1244,0.0279,0.7037,2.4927,0.8296,3.6752,0.8963,4.7362,0.963,6.0788,0.9778,7.2434,0.9852,9.5194
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+2,val,2.104,3.6228,0.9205,0.9596,-0.1961,4.43,4.39,4.25,0.038,0.0655,55.2959,135,2.2925,0.4152,2.6385,2.6764,0.1081,0.0792,0.5407,3.6104,0.7481,5.3231,0.8519,6.8599,0.9185,8.8046,0.9407,10.4913,0.9778,13.7879
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+3,val,2.6727,4.0413,0.9003,0.9492,-0.1676,5.88,5.71,5.46,0.0508,0.0768,52.6303,135,2.5496,0.4863,3.3042,3.3468,0.1127,0.06,0.5259,4.5147,0.6667,6.6564,0.8148,8.5781,0.9037,11.0099,0.9481,13.1191,0.9704,17.2414
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+4,val,3.2029,4.5627,0.8714,0.934,-0.0945,7.22,6.92,6.62,0.0631,0.0898,50.782,135,2.7456,0.6027,3.9224,3.9793,0.0947,0.1665,0.4889,5.3679,0.6667,7.9144,0.8148,10.1993,0.9037,13.0906,0.9481,15.5984,0.9778,20.4998
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+5,val,3.7012,5.1035,0.8378,0.9157,-0.1285,8.39,8.01,7.72,0.0724,0.0998,51.1448,135,2.8942,0.7536,4.4097,4.4853,0.0812,0.3181,0.4667,6.0506,0.6519,8.921,0.7778,11.4964,0.8963,14.7554,0.9481,17.5822,0.9852,23.1069
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+6,val,4.1684,5.6268,0.801,0.8952,-0.1341,9.45,8.99,8.73,0.0823,0.1111,50.6437,135,3.0221,0.909,4.9693,5.0626,0.0668,0.5611,0.4741,6.8293,0.6519,10.0691,0.7778,12.976,0.8815,16.6545,0.9481,19.845,0.9852,26.0808
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+7,val,4.7286,6.3494,0.7543,0.8694,-0.4625,10.52,10.08,9.91,0.0903,0.1212,52.3881,135,3.1696,0.9575,5.6912,5.7832,0.0696,0.5073,0.4815,7.8015,0.6519,11.5024,0.8,14.823,0.8963,19.0251,0.9407,22.6699,0.9778,29.7932
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,ALL,val,3.1084,4.7037,0.8649,0.9303,-0.179,6.91,6.66,6.4,0.056,0.0847,55.5171,945,2.6366,0.6245,3.8232,3.8831,0.0834,0.0,0.5259,5.2382,0.6952,7.7231,0.819,9.9527,0.909,12.7741,0.9503,15.2213,0.9799,20.0042
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+1,test,1.7799,3.957,0.9095,0.954,-0.2175,3.4,3.51,3.66,0.034,0.0755,52.4191,144,7.3896,0.3429,2.261,2.2936,0.1528,0.0021,0.6736,3.094,0.7569,4.5618,0.8125,5.8788,0.8403,7.5453,0.8819,8.9908,0.9236,11.816
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+2,test,2.916,5.1768,0.8397,0.9172,-0.2729,5.69,5.81,6.05,0.0556,0.0987,52.4615,144,6.3203,0.5619,3.281,3.3434,0.0984,0.1147,0.6458,4.5102,0.7222,6.6498,0.7708,8.5695,0.8125,10.9988,0.8264,13.1059,0.8958,17.2241
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+3,test,3.7358,6.0337,0.7757,0.8823,-0.2759,7.48,7.53,7.79,0.0712,0.115,52.4615,144,6.2408,0.6392,4.1013,4.1694,0.0949,0.1399,0.6111,5.6244,0.7083,8.2925,0.7847,10.6865,0.7986,13.716,0.8264,16.3436,0.875,21.4791
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+4,test,4.2887,6.6201,0.7258,0.8544,-0.2888,8.77,8.72,8.99,0.0817,0.1262,52.4615,144,4.74,0.7554,4.7607,4.8481,0.1073,0.0672,0.6181,6.5399,0.6944,9.6424,0.7431,12.4261,0.8125,15.9487,0.8264,19.0041,0.8819,24.9756
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+5,test,4.8232,7.0457,0.6887,0.8336,-0.4881,10.02,9.91,10.12,0.0919,0.1343,52.4615,144,4.642,0.9283,5.3378,5.4504,0.1136,0.0449,0.5903,7.3525,0.6944,10.8404,0.7569,13.97,0.7917,17.9302,0.8056,21.3652,0.8611,28.0786
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+6,test,5.4052,7.743,0.6291,0.7983,-0.3924,11.35,11.15,11.34,0.103,0.1476,52.4615,144,4.3844,1.1503,5.9042,6.0495,0.1027,0.0894,0.5903,8.1606,0.7014,12.0319,0.7431,15.5054,0.7847,19.901,0.8056,23.7135,0.875,31.1648
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,t+7,test,6.2451,8.4842,0.5692,0.7603,-0.2848,14.03,13.41,13.21,0.1023,0.139,61.0471,144,4.1185,1.2495,6.6428,6.7899,0.0882,0.2003,0.5486,9.1594,0.6528,13.5045,0.7222,17.4032,0.7847,22.3367,0.8125,26.6159,0.9028,34.9792
MLP-Gaussian-DeepEnsemble-Residual-Optuna,TOTALE,ALL,test,4.1706,6.5929,0.7358,0.86,-0.3172,8.68,8.58,8.71,0.0658,0.1041,63.3612,1008,5.4051,0.8039,4.6127,4.7063,0.0937,0.0,0.6111,6.3487,0.7044,9.3605,0.7619,12.0628,0.8036,15.4824,0.8264,18.4484,0.8879,24.2453
