model,feature_set,horizon,split,event_weight,n,MAE,RMSE,R2,ev_n,ev_MAE,dc_n,dc_MAE
MLP,METEO,t+7,val,4.961372443656412,135,9.4073,11.331,0.2174,37,7.801,98,10.0138
MLP,METEO,ALL,val,4.961372443656412,945,9.2211,11.0217,0.2581,259,7.6314,686,9.8213
MLP,METEO,t+1,test,4.961372443656412,144,9.8875,11.6441,0.2163,35,11.0966,109,9.4992
MLP,METEO,t+2,test,4.961372443656412,144,9.5941,11.3911,0.224,35,9.9713,109,9.473
MLP,METEO,t+3,test,4.961372443656412,144,9.3715,11.2181,0.2247,35,9.1378,109,9.4465
MLP,METEO,t+4,test,4.961372443656412,144,9.3602,11.3701,0.1911,35,8.9235,109,9.5004
MLP,METEO,t+5,test,4.961372443656412,144,9.4743,11.3288,0.1953,35,9.6877,109,9.4058
MLP,METEO,t+6,test,4.961372443656412,144,9.5622,11.4812,0.1846,35,9.2488,109,9.6629
MLP,METEO,t+7,test,4.961372443656412,144,9.6527,11.5868,0.1965,35,9.7147,109,9.6329
MLP,METEO,ALL,test,4.961372443656412,1008,9.5575,11.4323,0.2056,245,9.6829,763,9.5172
LSTM,METEO,t+1,train,3.0,764,8.5461,10.7475,0.6019,252,8.6842,512,8.4781
LSTM,METEO,t+2,train,3.0,764,8.6888,10.7593,0.6005,252,8.4704,512,8.7963
LSTM,METEO,t+3,train,3.0,764,8.5173,10.7874,0.5961,252,8.1485,512,8.6989
LSTM,METEO,t+4,train,3.0,764,8.6803,10.9635,0.5804,252,8.2064,512,8.9135
LSTM,METEO,t+5,train,3.0,764,8.6753,10.9119,0.5817,252,8.2107,512,8.904
LSTM,METEO,t+6,train,3.0,764,8.6447,10.971,0.5746,252,8.1488,512,8.8887
LSTM,METEO,t+7,train,3.0,764,9.1596,11.6704,0.5157,252,8.4958,512,9.4863
LSTM,METEO,ALL,train,3.0,5348,8.7017,10.977,0.579,1764,8.3378,3584,8.8808
LSTM,METEO,t+1,val,3.0,129,8.7153,10.5406,0.2214,34,8.0871,95,8.9402
LSTM,METEO,t+2,val,3.0,129,9.2242,10.9499,0.1505,34,7.8081,95,9.731
LSTM,METEO,t+3,val,3.0,129,9.0945,11.4308,0.0702,34,8.1075,95,9.4477
LSTM,METEO,t+4,val,3.0,129,9.6549,12.0283,-0.0355,34,9.0691,95,9.8645
LSTM,METEO,t+5,val,3.0,129,9.1346,11.1649,0.1045,34,8.5146,95,9.3564
LSTM,METEO,t+6,val,3.0,129,9.1641,10.9014,0.1484,34,8.4083,95,9.4345
LSTM,METEO,t+7,val,3.0,129,9.6977,11.8715,0.044,34,8.9678,95,9.9589
LSTM,METEO,ALL,val,3.0,903,9.2407,11.2807,0.1044,238,8.4232,665,9.5333
LSTM,METEO,t+1,test,3.0,107,12.3723,13.9763,0.0161,23,15.3576,84,11.5548
LSTM,METEO,t+2,test,3.0,107,10.6828,12.2935,0.2154,23,11.5211,84,10.4533
LSTM,METEO,t+3,test,3.0,107,9.4795,11.3468,0.3151,23,8.7602,84,9.6764
LSTM,METEO,t+4,test,3.0,107,9.8481,11.6697,0.2679,23,8.7412,84,10.1512
LSTM,METEO,t+5,test,3.0,107,10.4763,11.978,0.2294,23,11.0313,84,10.3244
LSTM,METEO,t+6,test,3.0,107,10.8372,12.5112,0.1726,23,11.2884,84,10.7137
LSTM,METEO,t+7,test,3.0,107,9.1987,11.2907,0.3492,23,10.2534,84,8.9099
LSTM,METEO,ALL,test,3.0,749,10.4136,12.1825,0.2228,161,10.9933,588,10.2548
Ridge,TERRA_ACQUA,t+1,train,4.532076028923692,1108,1.7989,3.9856,0.9464,331,1.8367,777,1.7828
Ridge,TERRA_ACQUA,t+2,train,4.532076028923692,1108,2.9716,5.3535,0.9028,331,2.8708,777,3.0145
Ridge,TERRA_ACQUA,t+3,train,4.532076028923692,1108,3.8666,6.2044,0.8687,331,3.4766,777,4.0328
Ridge,TERRA_ACQUA,t+4,train,4.532076028923692,1108,4.4846,6.8476,0.8393,331,3.8855,777,4.7398
Ridge,TERRA_ACQUA,t+5,train,4.532076028923692,1108,4.9805,7.3725,0.813,331,4.1835,777,5.3201
Ridge,TERRA_ACQUA,t+6,train,4.532076028923692,1108,5.4208,7.8384,0.7881,331,4.5172,777,5.8057
Ridge,TERRA_ACQUA,t+7,train,4.532076028923692,1108,5.7764,8.1854,0.7682,331,4.8843,777,6.1565
Ridge,TERRA_ACQUA,ALL,train,4.532076028923692,7756,4.1856,6.6839,0.8472,2317,3.6649,5439,4.4074
Ridge,TERRA_ACQUA,t+1,val,4.532076028923692,135,1.413,2.6119,0.9591,37,1.9452,98,1.2121
Ridge,TERRA_ACQUA,t+2,val,4.532076028923692,135,2.4378,4.0927,0.8985,37,2.9574,98,2.2416
Ridge,TERRA_ACQUA,t+3,val,4.532076028923692,135,3.009,4.669,0.8669,37,2.9201,98,3.0426
Ridge,TERRA_ACQUA,t+4,val,4.532076028923692,135,3.3732,4.8158,0.8567,37,3.1799,98,3.4462
Ridge,TERRA_ACQUA,t+5,val,4.532076028923692,135,3.6978,5.0242,0.8428,37,3.4936,98,3.7749
Ridge,TERRA_ACQUA,t+6,val,4.532076028923692,135,3.9458,5.2613,0.826,37,3.5989,98,4.0768
Ridge,TERRA_ACQUA,t+7,val,4.532076028923692,135,4.304,5.7178,0.8007,37,3.8039,98,4.4928
Ridge,TERRA_ACQUA,ALL,val,4.532076028923692,945,3.1687,4.6932,0.8655,259,3.1284,686,3.1839
Ridge,TERRA_ACQUA,t+1,test,4.532076028923692,144,2.0565,4.1763,0.8992,35,3.8077,109,1.4942
Ridge,TERRA_ACQUA,t+2,test,4.532076028923692,144,3.2338,5.2106,0.8376,35,4.1332,109,2.945
Ridge,TERRA_ACQUA,t+3,test,4.532076028923692,144,3.992,5.8452,0.7895,35,4.4957,109,3.8302
Ridge,TERRA_ACQUA,t+4,test,4.532076028923692,144,4.054,5.5417,0.8078,35,4.9315,109,3.7722
Ridge,TERRA_ACQUA,t+5,test,4.532076028923692,144,4.0528,5.3599,0.8199,35,4.5232,109,3.9017
Ridge,TERRA_ACQUA,t+6,test,4.532076028923692,144,4.4522,6.1647,0.7649,35,4.5659,109,4.4157
Ridge,TERRA_ACQUA,t+7,test,4.532076028923692,144,5.3951,7.4285,0.6698,35,5.5054,109,5.3597
Ridge,TERRA_ACQUA,ALL,test,4.532076028923692,1008,3.8909,5.7493,0.7991,245,4.5661,763,3.6741
RF,TERRA_ACQUA,t+1,train,1.1206251516322405,1108,1.3114,2.7681,0.9742,331,1.4378,777,1.2575
RF,TERRA_ACQUA,t+2,train,1.1206251516322405,1108,1.8104,3.5302,0.9577,331,1.7897,777,1.8193
RF,TERRA_ACQUA,t+3,train,1.1206251516322405,1108,2.0819,3.7708,0.9515,331,1.8992,777,2.1597
RF,TERRA_ACQUA,t+4,train,1.1206251516322405,1108,2.2224,3.8606,0.9489,331,2.0115,777,2.3122
RF,TERRA_ACQUA,t+5,train,1.1206251516322405,1108,2.3188,3.94,0.9466,331,2.0317,777,2.441
RF,TERRA_ACQUA,t+6,train,1.1206251516322405,1108,2.4166,4.0672,0.9429,331,2.0828,777,2.5588
RF,TERRA_ACQUA,t+7,train,1.1206251516322405,1108,2.587,4.2703,0.9369,331,2.2718,777,2.7213
RF,TERRA_ACQUA,ALL,train,1.1206251516322405,7756,2.1069,3.7711,0.9514,2317,1.9321,5439,2.1814
RF,TERRA_ACQUA,t+1,val,1.1206251516322405,135,1.5532,3.1007,0.9424,37,1.9868,98,1.3895
RF,TERRA_ACQUA,t+2,val,1.1206251516322405,135,2.4207,4.5017,0.8773,37,2.917,98,2.2334
RF,TERRA_ACQUA,t+3,val,1.1206251516322405,135,2.8412,4.687,0.8658,37,2.854,98,2.8364
RF,TERRA_ACQUA,t+4,val,1.1206251516322405,135,3.2251,4.7601,0.86,37,2.7873,98,3.3904
RF,TERRA_ACQUA,t+5,val,1.1206251516322405,135,3.6658,5.1046,0.8378,37,2.938,98,3.9406
RF,TERRA_ACQUA,t+6,val,1.1206251516322405,135,4.2096,5.7908,0.7892,37,3.2201,98,4.5832
RF,TERRA_ACQUA,t+7,val,1.1206251516322405,135,4.8846,6.7692,0.7207,37,3.5821,98,5.3763
RF,TERRA_ACQUA,ALL,val,1.1206251516322405,945,3.2572,5.0698,0.843,259,2.8979,686,3.3928
RF,TERRA_ACQUA,t+1,test,1.1206251516322405,144,2.1223,3.957,0.9095,35,3.4648,109,1.6912
RF,TERRA_ACQUA,t+2,test,1.1206251516322405,144,3.2909,5.1009,0.8444,35,3.851,109,3.111
RF,TERRA_ACQUA,t+3,test,1.1206251516322405,144,4.187,5.9048,0.7852,35,4.2544,109,4.1653
RF,TERRA_ACQUA,t+4,test,1.1206251516322405,144,4.8382,6.6639,0.7221,35,4.4104,109,4.9756
RF,TERRA_ACQUA,t+5,test,1.1206251516322405,144,5.1589,7.1054,0.6834,35,5.8046,109,4.9516
RF,TERRA_ACQUA,t+6,test,1.1206251516322405,144,5.6504,7.779,0.6257,35,5.4803,109,5.7051
RF,TERRA_ACQUA,t+7,test,1.1206251516322405,144,6.1856,8.3702,0.5807,35,6.0268,109,6.2366
RF,TERRA_ACQUA,ALL,test,1.1206251516322405,1008,4.4905,6.5684,0.7378,245,4.756,763,4.4052
MLP,TERRA_ACQUA,t+1,train,4.180565244942645,1108,2.0297,3.3264,0.9627,331,1.7375,777,2.1542
MLP,TERRA_ACQUA,t+2,train,4.180565244942645,1108,2.2875,4.0862,0.9434,331,1.7723,777,2.5069
MLP,TERRA_ACQUA,t+3,train,4.180565244942645,1108,2.7218,4.6713,0.9256,331,2.0382,777,3.0131
MLP,TERRA_ACQUA,t+4,train,4.180565244942645,1108,3.0064,5.0327,0.9132,331,2.135,777,3.3776
MLP,TERRA_ACQUA,t+5,train,4.180565244942645,1108,3.2701,5.3868,0.9002,331,2.3132,777,3.6778
MLP,TERRA_ACQUA,t+6,train,4.180565244942645,1108,3.5978,5.8105,0.8835,331,2.5611,777,4.0395
MLP,TERRA_ACQUA,t+7,train,4.180565244942645,1108,4.0139,6.3488,0.8605,331,2.8689,777,4.5016
MLP,TERRA_ACQUA,ALL,train,4.180565244942645,7756,2.9896,5.0426,0.913,2317,2.2038,5439,3.3244
MLP,TERRA_ACQUA,t+1,val,4.180565244942645,135,1.7545,3.0615,0.9438,37,2.2594,98,1.5638
MLP,TERRA_ACQUA,t+2,val,4.180565244942645,135,2.1769,3.9732,0.9044,37,2.7903,98,1.9453
MLP,TERRA_ACQUA,t+3,val,4.180565244942645,135,2.4507,3.7927,0.9122,37,2.7202,98,2.3489
MLP,TERRA_ACQUA,t+4,val,4.180565244942645,135,2.6646,3.7691,0.9122,37,2.6804,98,2.6587
MLP,TERRA_ACQUA,t+5,val,4.180565244942645,135,2.8997,4.0721,0.8968,37,2.8506,98,2.9182
MLP,TERRA_ACQUA,t+6,val,4.180565244942645,135,3.222,4.5255,0.8713,37,3.0383,98,3.2914
MLP,TERRA_ACQUA,t+7,val,4.180565244942645,135,3.6976,5.1449,0.8387,37,3.5283,98,3.7616
MLP,TERRA_ACQUA,ALL,val,4.180565244942645,945,2.6951,4.0932,0.8977,259,2.8382,686,2.6411
MLP,TERRA_ACQUA,t+1,test,4.180565244942645,144,2.8493,4.5798,0.8788,35,3.839,109,2.5316
MLP,TERRA_ACQUA,t+2,test,4.180565244942645,144,3.5487,5.2422,0.8357,35,4.1362,109,3.36
MLP,TERRA_ACQUA,t+3,test,4.180565244942645,144,4.3687,6.1221,0.7691,35,4.636,109,4.2829
MLP,TERRA_ACQUA,t+4,test,4.180565244942645,144,4.7705,6.3695,0.7461,35,5.1323,109,4.6543
MLP,TERRA_ACQUA,t+5,test,4.180565244942645,144,5.0165,6.657,0.7221,35,6.5297,109,4.5306
MLP,TERRA_ACQUA,t+6,test,4.180565244942645,144,5.2722,6.8723,0.7078,35,6.4782,109,4.8849
MLP,TERRA_ACQUA,t+7,test,4.180565244942645,144,6.0805,7.9998,0.617,35,7.1744,109,5.7292
MLP,TERRA_ACQUA,ALL,test,4.180565244942645,1008,4.5581,6.3476,0.7551,245,5.418,763,4.2819
LSTM,TERRA_ACQUA,t+1,train,3.0,742,1.0444,1.6842,0.9902,236,0.9964,506,1.0668
LSTM,TERRA_ACQUA,t+2,train,3.0,742,1.0428,1.8458,0.9881,236,0.9546,506,1.084
LSTM,TERRA_ACQUA,t+3,train,3.0,742,1.0039,1.6866,0.99,236,0.8381,506,1.0813
LSTM,TERRA_ACQUA,t+4,train,3.0,742,1.0201,1.7992,0.9886,236,0.9137,506,1.0697
LSTM,TERRA_ACQUA,t+5,train,3.0,742,1.0904,1.9354,0.9867,236,0.9325,506,1.164
LSTM,TERRA_ACQUA,t+6,train,3.0,742,1.0567,1.6391,0.9904,236,0.8847,506,1.137
LSTM,TERRA_ACQUA,t+7,train,3.0,742,1.177,2.0148,0.9854,236,1.0304,506,1.2454
LSTM,TERRA_ACQUA,ALL,train,3.0,5194,1.0622,1.8054,0.9885,1652,0.9358,3542,1.1212
LSTM,TERRA_ACQUA,t+1,val,3.0,129,2.4983,3.1461,0.9306,34,2.8275,95,2.3805
LSTM,TERRA_ACQUA,t+2,val,3.0,129,2.6261,3.654,0.9054,34,2.941,95,2.5135
LSTM,TERRA_ACQUA,t+3,val,3.0,129,3.0697,4.0733,0.8819,34,3.2379,95,3.0096
LSTM,TERRA_ACQUA,t+4,val,3.0,129,3.3893,4.5315,0.853,34,3.6217,95,3.3061
LSTM,TERRA_ACQUA,t+5,val,3.0,129,4.0116,5.5298,0.7803,34,3.4771,95,4.2029
LSTM,TERRA_ACQUA,t+6,val,3.0,129,4.1755,6.0066,0.7415,34,3.1217,95,4.5527
LSTM,TERRA_ACQUA,t+7,val,3.0,129,4.643,6.3274,0.7284,34,3.3666,95,5.0999
LSTM,TERRA_ACQUA,ALL,val,3.0,903,3.4877,4.8854,0.832,238,3.2276,665,3.5807
LSTM,TERRA_ACQUA,t+1,test,3.0,107,4.425,6.1985,0.8065,23,6.6507,84,3.8156
LSTM,TERRA_ACQUA,t+2,test,3.0,107,4.8196,6.3424,0.7912,23,5.3103,84,4.6853
LSTM,TERRA_ACQUA,t+3,test,3.0,107,5.6478,7.4431,0.7053,23,4.2115,84,6.0411
LSTM,TERRA_ACQUA,t+4,test,3.0,107,6.4165,8.4393,0.6171,23,3.9617,84,7.0887
LSTM,TERRA_ACQUA,t+5,test,3.0,107,6.2319,7.952,0.6604,23,4.9927,84,6.5711
LSTM,TERRA_ACQUA,t+6,test,3.0,107,6.4665,8.3934,0.6276,23,5.1997,84,6.8134
LSTM,TERRA_ACQUA,t+7,test,3.0,107,7.1146,9.1514,0.5725,23,6.0463,84,7.4072
LSTM,TERRA_ACQUA,ALL,test,3.0,749,5.8746,7.7708,0.6838,161,5.1961,588,6.0603
Ridge,TERRA_METEO,t+1,train,1.6605332238248696,1108,1.9296,3.684,0.9542,331,1.9691,777,1.9128
Ridge,TERRA_METEO,t+2,train,1.6605332238248696,1108,2.9973,4.9961,0.9154,331,2.9318,777,3.0252
Ridge,TERRA_METEO,t+3,train,1.6605332238248696,1108,3.8068,5.813,0.8847,331,3.4752,777,3.9481
Ridge,TERRA_METEO,t+4,train,1.6605332238248696,1108,4.4508,6.4404,0.8578,331,3.9142,777,4.6794
Ridge,TERRA_METEO,t+5,train,1.6605332238248696,1108,4.9181,6.905,0.836,331,4.2004,777,5.2239
Ridge,TERRA_METEO,t+6,train,1.6605332238248696,1108,5.2641,7.3335,0.8145,331,4.3994,777,5.6325
Ridge,TERRA_METEO,t+7,train,1.6605332238248696,1108,5.5592,7.6892,0.7954,331,4.7558,777,5.9014
Ridge,TERRA_METEO,ALL,train,1.6605332238248696,7756,4.1323,6.2608,0.8659,2317,3.6637,5439,4.3319
Ridge,TERRA_METEO,t+1,val,1.6605332238248696,135,1.6392,2.6415,0.9582,37,1.7497,98,1.5975
Ridge,TERRA_METEO,t+2,val,1.6605332238248696,135,2.8351,4.2778,0.8892,37,3.0087,98,2.7695
Ridge,TERRA_METEO,t+3,val,1.6605332238248696,135,3.4398,4.6655,0.8671,37,2.9673,98,3.6183
Ridge,TERRA_METEO,t+4,val,1.6605332238248696,135,3.9071,5.1794,0.8343,37,2.9526,98,4.2675
Ridge,TERRA_METEO,t+5,val,1.6605332238248696,135,4.6354,6.0235,0.7741,37,3.4693,98,5.0756
Ridge,TERRA_METEO,t+6,val,1.6605332238248696,135,5.258,6.8206,0.7076,37,3.817,98,5.8021
Ridge,TERRA_METEO,t+7,val,1.6605332238248696,135,5.836,7.6955,0.639,37,4.4618,98,6.3548
Ridge,TERRA_METEO,ALL,val,1.6605332238248696,945,3.9358,5.5535,0.8116,259,3.2038,686,4.2122
Ridge,TERRA_METEO,t+1,test,1.6605332238248696,144,2.2984,4.2269,0.8967,35,3.5473,109,1.8973
Ridge,TERRA_METEO,t+2,test,1.6605332238248696,144,3.3016,4.9853,0.8514,35,3.5363,109,3.2263
Ridge,TERRA_METEO,t+3,test,1.6605332238248696,144,4.2867,6.1768,0.765,35,4.1489,109,4.331
Ridge,TERRA_METEO,t+4,test,1.6605332238248696,144,4.9175,6.692,0.7198,35,4.5046,109,5.0501
Ridge,TERRA_METEO,t+5,test,1.6605332238248696,144,5.8214,7.7842,0.6201,35,6.3726,109,5.6444
Ridge,TERRA_METEO,t+6,test,1.6605332238248696,144,6.2747,8.6579,0.5363,35,5.5776,109,6.4986
Ridge,TERRA_METEO,t+7,test,1.6605332238248696,144,6.8761,9.0661,0.5081,35,6.0234,109,7.1499
Ridge,TERRA_METEO,ALL,test,1.6605332238248696,1008,4.8252,7.0041,0.7018,245,4.8158,763,4.8282
RF,TERRA_METEO,t+1,train,9.964152904250922,1108,1.2359,2.6181,0.9769,331,1.0602,777,1.3108
RF,TERRA_METEO,t+2,train,9.964152904250922,1108,1.6575,3.2909,0.9633,331,1.2627,777,1.8257
RF,TERRA_METEO,t+3,train,9.964152904250922,1108,1.897,3.397,0.9606,331,1.341,777,2.1338
RF,TERRA_METEO,t+4,train,9.964152904250922,1108,2.0368,3.5153,0.9576,331,1.4149,777,2.3017
RF,TERRA_METEO,t+5,train,9.964152904250922,1108,2.1429,3.604,0.9553,331,1.5375,777,2.4008
RF,TERRA_METEO,t+6,train,9.964152904250922,1108,2.2447,3.7144,0.9524,331,1.5844,777,2.5261
RF,TERRA_METEO,t+7,train,9.964152904250922,1108,2.4243,3.9189,0.9469,331,1.7004,777,2.7327
RF,TERRA_METEO,ALL,train,9.964152904250922,7756,1.9485,3.4584,0.9591,2317,1.4144,5439,2.1759
RF,TERRA_METEO,t+1,val,9.964152904250922,135,1.7221,3.0615,0.9438,37,2.0412,98,1.6016
RF,TERRA_METEO,t+2,val,9.964152904250922,135,2.6501,4.3769,0.884,37,3.0083,98,2.5149
RF,TERRA_METEO,t+3,val,9.964152904250922,135,3.0216,4.4523,0.8789,37,2.9762,98,3.0387
RF,TERRA_METEO,t+4,val,9.964152904250922,135,3.3083,4.58,0.8704,37,2.9362,98,3.4488
RF,TERRA_METEO,t+5,val,9.964152904250922,135,3.5872,4.8399,0.8542,37,3.0984,98,3.7718
RF,TERRA_METEO,t+6,val,9.964152904250922,135,3.9955,5.3384,0.8209,37,3.2526,98,4.276
RF,TERRA_METEO,t+7,val,9.964152904250922,135,4.5856,6.227,0.7636,37,3.7802,98,4.8896
RF,TERRA_METEO,ALL,val,9.964152904250922,945,3.2672,4.7813,0.8604,259,3.0133,686,3.363
RF,TERRA_METEO,t+1,test,9.964152904250922,144,2.2139,3.9618,0.9093,35,3.5545,109,1.7834
RF,TERRA_METEO,t+2,test,9.964152904250922,144,3.1808,4.95,0.8535,35,3.5317,109,3.0682
RF,TERRA_METEO,t+3,test,9.964152904250922,144,3.8115,5.6108,0.8061,35,3.585,109,3.8842
RF,TERRA_METEO,t+4,test,9.964152904250922,144,4.2126,6.0698,0.7695,35,3.743,109,4.3634
RF,TERRA_METEO,t+5,test,9.964152904250922,144,4.6169,6.5208,0.7334,35,5.1632,109,4.4414
RF,TERRA_METEO,t+6,test,9.964152904250922,144,5.2023,7.3044,0.6699,35,4.7215,109,5.3567
RF,TERRA_METEO,t+7,test,9.964152904250922,144,5.7788,7.9031,0.6262,35,5.1955,109,5.966
RF,TERRA_METEO,ALL,test,9.964152904250922,1008,4.1453,6.1743,0.7683,245,4.2135,763,4.1233
MLP,TERRA_METEO,t+1,train,1.97102284293974,1108,2.5808,3.8225,0.9507,331,2.6417,777,2.5548
MLP,TERRA_METEO,t+2,train,1.97102284293974,1108,2.973,4.6116,0.9279,331,2.8252,777,3.036
MLP,TERRA_METEO,t+3,train,1.97102284293974,1108,3.4675,5.2261,0.9068,331,3.1029,777,3.6228
MLP,TERRA_METEO,t+4,train,1.97102284293974,1108,3.9045,5.7322,0.8874,331,3.5359,777,4.0615
MLP,TERRA_METEO,t+5,train,1.97102284293974,1108,4.2614,6.1833,0.8685,331,3.8124,777,4.4527
MLP,TERRA_METEO,t+6,train,1.97102284293974,1108,4.716,6.7446,0.8431,331,4.2224,777,4.9263
MLP,TERRA_METEO,t+7,train,1.97102284293974,1108,5.1151,7.2897,0.8161,331,4.6971,777,5.2932
MLP,TERRA_METEO,ALL,train,1.97102284293974,7756,3.8598,5.7683,0.8862,2317,3.5482,5439,3.9925
MLP,TERRA_METEO,t+1,val,1.97102284293974,135,2.1305,3.4146,0.9301,37,2.9129,98,1.8351
MLP,TERRA_METEO,t+2,val,1.97102284293974,135,2.5115,4.1202,0.8972,37,3.1838,98,2.2576
MLP,TERRA_METEO,t+3,val,1.97102284293974,135,2.8663,4.1546,0.8946,37,2.8508,98,2.8721
MLP,TERRA_METEO,t+4,val,1.97102284293974,135,3.1125,4.2825,0.8867,37,2.6372,98,3.292
MLP,TERRA_METEO,t+5,val,1.97102284293974,135,3.3947,4.626,0.8668,37,2.8145,98,3.6137
MLP,TERRA_METEO,t+6,val,1.97102284293974,135,3.8607,5.2869,0.8243,37,3.0741,98,4.1577
MLP,TERRA_METEO,t+7,val,1.97102284293974,135,4.4008,6.1571,0.7689,37,3.5409,98,4.7254
MLP,TERRA_METEO,ALL,val,1.97102284293974,945,3.1824,4.6522,0.8678,259,3.002,686,3.2505
MLP,TERRA_METEO,t+1,test,1.97102284293974,144,3.216,5.0722,0.8513,35,4.7942,109,2.7092
MLP,TERRA_METEO,t+2,test,1.97102284293974,144,3.5642,5.535,0.8168,35,3.6917,109,3.5232
MLP,TERRA_METEO,t+3,test,1.97102284293974,144,4.0115,5.9065,0.7851,35,3.776,109,4.0871
MLP,TERRA_METEO,t+4,test,1.97102284293974,144,4.4518,6.3806,0.7453,35,4.0617,109,4.577
MLP,TERRA_METEO,t+5,test,1.97102284293974,144,5.0435,6.9519,0.697,35,5.8512,109,4.7841
MLP,TERRA_METEO,t+6,test,1.97102284293974,144,5.7074,7.9546,0.6086,35,5.7794,109,5.6843
MLP,TERRA_METEO,t+7,test,1.97102284293974,144,6.4977,8.7533,0.5415,35,6.4308,109,6.5192
MLP,TERRA_METEO,ALL,test,1.97102284293974,1008,4.6417,6.7632,0.722,245,4.9121,763,4.5549
LSTM,TERRA_METEO,t+1,train,3.0,746,2.5979,3.725,0.9518,236,2.6085,510,2.593
LSTM,TERRA_METEO,t+2,train,3.0,746,2.4943,3.6947,0.9524,236,2.4097,510,2.5335
LSTM,TERRA_METEO,t+3,train,3.0,746,2.7963,4.0169,0.9433,236,2.5236,510,2.9225
LSTM,TERRA_METEO,t+4,train,3.0,746,2.8116,4.0916,0.9408,236,2.4151,510,2.9951
LSTM,TERRA_METEO,t+5,train,3.0,746,2.9575,4.2471,0.9359,236,2.4922,510,3.1729
LSTM,TERRA_METEO,t+6,train,3.0,746,3.069,4.4555,0.929,236,2.3388,510,3.4069
LSTM,TERRA_METEO,t+7,train,3.0,746,3.3844,4.9026,0.9136,236,2.6967,510,3.7025
LSTM,TERRA_METEO,ALL,train,3.0,5222,2.873,4.1804,0.9383,1652,2.4978,3570,3.0466
LSTM,TERRA_METEO,t+1,val,3.0,129,3.3608,4.1894,0.877,34,3.5879,95,3.2796
LSTM,TERRA_METEO,t+2,val,3.0,129,3.7255,4.5418,0.8539,34,4.5172,95,3.4421
LSTM,TERRA_METEO,t+3,val,3.0,129,3.7686,4.5334,0.8538,34,4.1409,95,3.6353
LSTM,TERRA_METEO,t+4,val,3.0,129,4.3129,5.2238,0.8047,34,4.7198,95,4.1672
LSTM,TERRA_METEO,t+5,val,3.0,129,4.5279,5.6789,0.7683,34,5.2386,95,4.2736
LSTM,TERRA_METEO,t+6,val,3.0,129,5.2206,6.5104,0.6963,34,5.8706,95,4.9879
LSTM,TERRA_METEO,t+7,val,3.0,129,4.9839,6.358,0.7258,34,5.7847,95,4.6973
LSTM,TERRA_METEO,ALL,val,3.0,903,4.2715,5.3596,0.7978,238,4.8371,665,4.069
LSTM,TERRA_METEO,t+1,test,3.0,107,5.1604,7.3478,0.7281,23,7.6814,84,4.4701
LSTM,TERRA_METEO,t+2,test,3.0,107,4.8701,7.3749,0.7176,23,6.7381,84,4.3586
LSTM,TERRA_METEO,t+3,test,3.0,107,5.691,8.2241,0.6402,23,5.2418,84,5.8141
LSTM,TERRA_METEO,t+4,test,3.0,107,5.7656,7.9104,0.6636,23,4.2014,84,6.1938
LSTM,TERRA_METEO,t+5,test,3.0,107,5.7487,8.1974,0.6391,23,5.9548,84,5.6922
LSTM,TERRA_METEO,t+6,test,3.0,107,5.8038,7.9231,0.6682,23,5.0941,84,5.9981
LSTM,TERRA_METEO,t+7,test,3.0,107,5.5963,7.921,0.6797,23,4.581,84,5.8743
LSTM,TERRA_METEO,ALL,test,3.0,749,5.5194,7.8495,0.6773,161,5.6418,588,5.4859
Ridge,ACQUA_METEO,t+1,train,3.8718649360947177,1108,9.4403,11.8365,0.5275,331,8.2123,777,9.9635
Ridge,ACQUA_METEO,t+2,train,3.8718649360947177,1108,9.4398,11.8643,0.5228,331,8.2072,777,9.9649
Ridge,ACQUA_METEO,t+3,train,3.8718649360947177,1108,9.5132,11.9449,0.5133,331,8.1382,777,10.099
Ridge,ACQUA_METEO,t+4,train,3.8718649360947177,1108,9.5427,11.9501,0.5104,331,8.0039,777,10.1983
Ridge,ACQUA_METEO,t+5,train,3.8718649360947177,1108,9.5877,11.9529,0.5086,331,8.0438,777,10.2454
Ridge,ACQUA_METEO,t+6,train,3.8718649360947177,1108,9.6495,12.0087,0.5026,331,8.1849,777,10.2734
Ridge,ACQUA_METEO,t+7,train,3.8718649360947177,1108,9.6565,12.0461,0.4979,331,8.2697,777,10.2473
Ridge,ACQUA_METEO,ALL,train,3.8718649360947177,7756,9.5471,11.9435,0.5121,2317,8.1514,5439,10.1417
Ridge,ACQUA_METEO,t+1,val,3.8718649360947177,135,9.8064,11.797,0.1661,37,8.362,98,10.3517
Ridge,ACQUA_METEO,t+2,val,3.8718649360947177,135,9.9641,11.9743,0.1315,37,8.0923,98,10.6708
Ridge,ACQUA_METEO,t+3,val,3.8718649360947177,135,10.2126,12.1226,0.1025,37,8.4549,98,10.8762
Ridge,ACQUA_METEO,t+4,val,3.8718649360947177,135,10.5213,12.4992,0.0348,37,9.0225,98,11.0871
Ridge,ACQUA_METEO,t+5,val,3.8718649360947177,135,11.0566,13.1329,-0.0739,37,9.288,98,11.7243
Ridge,ACQUA_METEO,t+6,val,3.8718649360947177,135,11.1435,13.2168,-0.0979,37,9.3151,98,11.8338
Ridge,ACQUA_METEO,t+7,val,3.8718649360947177,135,11.27,13.7119,-0.146,37,9.5446,98,11.9214
Ridge,ACQUA_METEO,ALL,val,3.8718649360947177,945,10.5678,12.6543,0.0221,259,8.8685,686,11.2093
